psu;marst;occup;educ;diplom;gender;birth_year;industry;beginning;boss;subordinates;duration_weekh;income;wage;job_sat;job_career;children;child_less18;life_sat
Коми АССР, Усинск и Усинский район;2;промышленные рабочие;среднее образование - есть аттестат о ср. образовании;4;1;1953;Нефтегазовая промышленность;2004;2;;77;19000;12000;5;5;4;0;4
Коми АССР, Усинск и Усинский район;1;;10 и более классов школы без аттестата о среднем образовании;3;1;1987;;;;;;;;;;;;1
Коми АССР, Усинск и Усинский район;5;;7 классов школы;2;2;1936;;;;;;;;;;3;0;2
Владивосток;5;разнорабочие;техникум с дипломом;5;2;1953;Легкая и пищевая промышленность;1995;1;9;48;7500;7000;1;3;2;0;3
Владивосток;2;ремесленники;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1953;Строительство;1998;2;;40;14000;14000;2;3;1;0;2
Владивосток;2;служащие конторские и по обслуживанию клиентов;техникум с дипломом;5;2;1955;Легкая и пищевая промышленность;2004;1;8;;8000;8000;1;3;1;0;1
Владивосток;2;служащие конторские и по обслуживанию клиентов;техникум с дипломом;5;2;1977;Морской транспорт, порт;2000;2;;48;8400;8400;1;3;1;1;1
Владивосток;2;профессионалы с высшим образованием;есть диплом о высшем образовании;6;2;1961;Здравоохранение;1999;1;1;36;5200;4400;3;5;2;1;3
Владивосток;2;профессионалы с высшим образованием;есть диплом о высшем образовании;6;1;1954;Легкая и пищевая промышленность;2000;1;2;40;18000;15000;2;2;2;1;1
Владивосток;;;5 классов школы;;2;1993;;;;;;;;;;;;
Владивосток;5;;среднее образование - есть аттестат о ср. образовании;4;2;1949;;;;;;;;;;1;0;5
Владивосток;3;занятые в сфере обслуживания;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1973;Торговля, бытовое обслуживание;2005;2;;42;5000;;5;5;;;5
Владивосток;2;;4 классов школы;1;1;1938;;;;;;;;;;;;3
Владивосток;5;;техникум с дипломом;5;2;1938;;;;;;;;;;2;0;5
Владивосток;;;среднее образование - есть аттестат о ср. образовании;4;2;1972;;;;;;;;;;1;1;4
Владивосток;2;ремесленники;техникум с дипломом;5;1;1935;Торговля, бытовое обслуживание;1997;2;;35;4500;4500;4;5;2;0;3
Владивосток;2;;техникум с дипломом;5;2;1940;;;;;;;;;;2;0;3
Владивосток;3;промышленные рабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1966;Сельское хозяйство;1999;1;3;60;10000;9000;4;3;1;1;3
Владивосток;3;профессионалы со средним специальным образованием;техникум с дипломом;5;2;1967;Торговля, бытовое обслуживание;2002;1;1;35;7000;7000;2;3;1;1;2
Владивосток;1;;9 классов школы;3;1;1990;;;;;;;;;;;;1
Владивосток;5;занятые в сфере обслуживания;среднее образование - есть аттестат о ср. образовании;4;2;1947;Торговля, бытовое обслуживание;1995;2;;40;3000;3000;2;5;3;0;3
Владивосток;1;;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1971;;;;;;;;;;;;5
Владивосток;2;;4 классов школы;1;2;1933;;;;;;;;;;2;0;4
Владивосток;2;разнорабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1928;Жилищно-коммунальное хозяйство;2003;2;;24;2000;2000;3;3;2;0;3
Владивосток;2;занятые в сфере обслуживания;есть диплом о высшем образовании;6;2;1952;Органы управления;1984;1;15;65;3000;5500;2;5;1;0;3
Владивосток;2;промышленные рабочие;1-2 года в высшем учебном заведении;5;1;1946;Армия, МВД, Органы безопасности;2003;1;3;60;;6000;;;1;0;2
Владивосток;2;служащие конторские и по обслуживанию клиентов;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1938;Образование;2000;2;;;4500;4500;3;;2;0;4
Владивосток;2;разнорабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1933;Армия, МВД, Органы безопасности;2005;2;;40;6000;6000;2;;2;0;2
Владивосток;2;профессионалы со средним специальным образованием;есть диплом о высшем образовании;6;2;1974;Здравоохранение;2005;2;;36;6000;5000;;;1;1;3
Владивосток;1;ремесленники;есть диплом о высшем образовании;6;2;1958;Энергетическая промышленность;1983;2;;45;5200;6500;4;5;1;1;2
Владивосток;2;;среднее образование - есть аттестат о ср. образовании;4;2;1953;;;;;;;;;;2;0;4
Владивосток;2;ремесленники;среднее образование - есть аттестат о ср. образовании;4;1;1954;Наука, культура;2002;2;;40;5000;6000;4;4;2;0;5
Владивосток;1;законодатели, крупные чиновники, управляющие;есть диплом о высшем образовании;6;1;1974;Армия, МВД, Органы безопасности;2003;1;50;;10000;12000;1;1;;;3
Владивосток;2;профессионалы со средним специальным образованием;есть диплом о высшем образовании;6;1;1979;Транспорт, Связь;2003;2;;50;18000;18000;2;5;1;1;3
Владивосток;2;служащие конторские и по обслуживанию клиентов;техникум с дипломом;5;2;1954;Торговля, бытовое обслуживание;2004;2;;;7000;;;4;1;0;4
Владивосток;2;законодатели, крупные чиновники, управляющие;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1958;Транспорт, Связь;2003;1;12;84;;15000;3;2;1;0;4
Владивосток;1;;1-2 года в высшем учебном заведении;5;1;1985;;;;;;;;;;;;4
Владивосток;2;законодатели, крупные чиновники, управляющие;есть диплом о высшем образовании;6;1;1965;Строительство;2001;1;3;45;997;30000;4;3;1;1;2
Владивосток;3;промышленные рабочие;техникум с дипломом;5;2;1972;Гражданское машиностроение;1988;2;;;32.3;997;4;4;2;2;4
Владивосток;1;занятые в сфере обслуживания;среднее образование - есть аттестат о ср. образовании;4;2;1963;Торговля, бытовое обслуживание;1996;2;;;7500;8000;4;4;;;5
Владивосток;1;профессионалы с высшим образованием;есть диплом о высшем образовании;6;2;1963;Наука, культура;1990;1;60;40;11200;10500;3;4;;;4
Владивосток;2;;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1949;;;;;;;;;;1;0;2
Владивосток;2;ремесленники;9 классов школы;3;1;1949;Строительство;1969;2;;45;9000;5000;2;2;1;0;3
Владивосток;1;разнорабочие;9 классов школы;3;2;1976;Торговля, бытовое обслуживание;2000;2;;14;7000;6000;1;1;1;1;1
Владивосток;2;;8 классов школы;2;2;1940;;;;;;;;;;2;0;3
Владивосток;2;профессионалы со средним специальным образованием;есть диплом о высшем образовании;6;2;1964;Армия, МВД, Органы безопасности;1992;1;12;84;15000;15000;4;2;2;1;3
Владивосток;2;ремесленники;есть диплом о высшем образовании;6;1;1962;Рыболовство;2005;2;;56;5000;997;3;4;2;1;3
Владивосток;1;;3 и более лет в высшем учебном заведении;5;1;1983;;;;;;;;;;;;3
Владивосток;1;;среднее образование - есть аттестат о ср. образовании;4;1;1989;;;;;;;;;;;;3
Владивосток;2;служащие конторские и по обслуживанию клиентов;есть диплом о высшем образовании;6;2;1975;Строительство;2000;1;2;32;;0;3;3;2;2;2
Владивосток;5;;есть диплом о высшем образовании;6;1;1945;;;;;;;;;;;;5
Владивосток;2;служащие конторские и по обслуживанию клиентов;есть диплом о высшем образовании;6;2;1979;Торговля, бытовое обслуживание;2002;1;2;48;5000;4000;4;3;;;3
Владивосток;1;;3 и более лет в высшем учебном заведении;5;2;1983;;;;;;;;;;;;3
Владивосток;2;разнорабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1948;Торговля, бытовое обслуживание;2005;2;;42;4000;;2;2;2;0;2
Владивосток;2;ремесленники;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1947;Судоремонт, судостроение;2002;1;2;48;2500;7000;4;3;2;0;2
Владивосток;2;разнорабочие;техникум с дипломом;5;1;1976;Строительство;2004;2;;40;10000;10000;2;3;;;3
Владивосток;4;;среднее образование - есть аттестат о ср. образовании;4;2;1930;;;;;;;;;;;;3
Владивосток;2;профессионалы со средним специальным образованием;техникум с дипломом;5;2;1948;Здравоохранение;1984;2;;42;3500;3500;2;2;2;0;2
Владивосток;2;;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1945;;;;;;;;;;2;0;3
Владивосток;2;профессионалы со средним специальным образованием;есть диплом о высшем образовании;6;1;1959;Транспорт, Связь;1997;1;7;;998;998;2;2;2;1;2
Владивосток;2;профессионалы со средним специальным образованием;есть диплом о высшем образовании;6;2;1960;Армия, МВД, Органы безопасности;1988;1;2;;11000;8700;4;3;2;1;2
Владивосток;1;;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1983;;;;;;;;;;;;2
Владивосток;1;;9 классов школы;3;1;1990;;;;;;;;;;;;1
Владивосток;2;;есть диплом о высшем образовании;6;2;1947;;;;;;;;;;2;0;2
Владивосток;2;ремесленники;есть диплом о высшем образовании;6;1;1946;Транспорт, Связь;2004;2;;40;9000;9000;3;1;2;0;2
Владивосток;1;ремесленники;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1986;Военно-промышленный комплекс;2005;2;;48;3000;3000;3;4;;;3
Владивосток;2;;есть диплом о высшем образовании;6;2;1966;;;;;;;;;;1;0;2
Владивосток;2;законодатели, крупные чиновники, управляющие;есть диплом о высшем образовании;6;1;1958;Торговля, бытовое обслуживание;2002;1;3;;40000;;2;2;1;0;2
Владивосток;4;служащие конторские и по обслуживанию клиентов;10 и более классов школы и какое-либо професс. обр. без дипл;4;2;1963;Легкая и пищевая промышленность;2000;1;3;50;5600;5600;4;5;2;1;4
Владивосток;3;профессионалы со средним специальным образованием;1-2 года в высшем учебном заведении;5;2;1985;Легкая и пищевая промышленность;2004;2;;45;998;6500;4;4;;;3
Владивосток;1;;среднее образование - есть аттестат о ср. образовании;4;1;1988;;;;;;;;;;;;2
Владивосток;2;;техникум с дипломом;5;2;1942;;;;;;;;;;1;0;3
Владивосток;2;;есть диплом о высшем образовании;6;1;1939;;;;;;;;;;1;0;2
Владивосток;2;профессионалы с высшим образованием;есть диплом о высшем образовании;6;1;1954;Образование;2005;2;;;6000;6000;3;4;1;0;3
Владивосток;2;;техникум с дипломом;5;1;1935;;;;;;;;;;1;0;3
Владивосток;1;занятые в сфере обслуживания;3 и более лет в высшем учебном заведении;5;1;1983;Торговля, бытовое обслуживание;2005;2;;45;10000;10000;3;4;;;2
Владивосток;5;;есть диплом о высшем образовании;6;2;1937;;;;;;;;;;2;0;2
Владивосток;4;;есть диплом о высшем образовании;6;2;1936;;;;;;;;;;;;5
Амурская область, Тамбовский район;4;разнорабочие;техникум с дипломом;5;1;1951;Жилищно-коммунальное хозяйство;1995;2;;47;2000;3000;1;5;1;0;2
Амурская область, Тамбовский район;4;служащие конторские и по обслуживанию клиентов;техникум с дипломом;5;2;1963;Энергетическая промышленность;2000;1;6;35;5000;5000;2;3;2;1;3
Амурская область, Тамбовский район;4;промышленные рабочие;техникум с дипломом;5;1;1958;Энергетическая промышленность;2005;2;;40;6000;4000;2;3;2;1;3
Амурская область, Тамбовский район;1;;среднее образование - есть аттестат о ср. образовании;4;2;1988;;;;;;;;;;;;2
Амурская область, Тамбовский район;2;профессионалы со средним специальным образованием;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1956;Сельское хозяйство;1977;2;;35;;3000;4;4;2;0;1
Амурская область, Тамбовский район;2;ремесленники;техникум с дипломом;5;1;1950;Энергетическая промышленность;2000;2;;48;7000;7000;1;2;2;0;2
Амурская область, Тамбовский район;1;профессионалы со средним специальным образованием;есть диплом о высшем образовании;6;1;1980;Средства массовой информации;2002;2;;50;8500;8500;1;2;;;2
Амурская область, Тамбовский район;5;;среднее образование - есть аттестат о ср. образовании;4;2;1945;;;;;;;;;;12;0;4
Амурская область, Тамбовский район;1;;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1980;;;;;;;;;;1;1;3
Амурская область, Тамбовский район;1;;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1984;;;;;;;;;;;;5
Амурская область, Тамбовский район;2;профессионалы с высшим образованием;есть диплом о высшем образовании;6;2;1962;Финансы;1985;2;;35;8500;5900;3;2;2;0;3
Амурская область, Тамбовский район;2;;среднее образование - есть аттестат о ср. образовании;4;1;1959;;;;;;;;;;2;0;2
Амурская область, Тамбовский район;2;профессионалы со средним специальным образованием;есть диплом о высшем образовании;6;2;1982;Образование;2005;2;;56;;4000;3;3;1;1;2
Амурская область, Тамбовский район;1;;среднее образование - есть аттестат о ср. образовании;4;1;1987;;;;;;;;;;;;2
Амурская область, Тамбовский район;2;профессионалы со средним специальным образованием;техникум с дипломом;5;2;1954;Жилищно-коммунальное хозяйство;1993;2;;35;;5000;4;4;3;0;4
Амурская область, Тамбовский район;2;промышленные рабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1953;Строительство;1975;2;;63;;5000;3;3;3;0;4
Амурская область, Тамбовский район;2;;7-9 классов школы (незак. среднее) и какое-либо ПТУ без дипл;3;2;1975;;;;;;;;;;2;2;3
Амурская область, Тамбовский район;2;промышленные рабочие;9 классов школы;3;1;1981;Дорожное управление, дорожная работа;2001;2;;40;;6000;;;1;1;4
Амурская область, Тамбовский район;2;промышленные рабочие;среднее образование - есть аттестат о ср. образовании;4;2;1961;Торговля, бытовое обслуживание;1987;2;;35;;700;5;3;2;0;3
Амурская область, Тамбовский район;2;;среднее образование - есть аттестат о ср. образовании;4;1;1959;;;;;;;;;;2;0;3
Амурская область, Тамбовский район;1;;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1985;;;;;;;;;;;;3
Амурская область, Тамбовский район;5;;техникум с дипломом;5;2;1946;;;;;;;;;;2;0;3
Амурская область, Тамбовский район;2;;техникум с дипломом;5;2;1939;;;;;;;;;;1;0;4
Амурская область, Тамбовский район;2;;8 классов школы;2;1;1938;;;;;;;;;;1;0;3
Амурская область, Тамбовский район;3;занятые в сфере обслуживания;среднее образование - есть аттестат о ср. образовании;4;2;1953;Торговля, бытовое обслуживание;2005;2;;45;5300;4000;4;4;2;0;4
Амурская область, Тамбовский район;3;промышленные рабочие;среднее образование - есть аттестат о ср. образовании;4;1;1957;Сельское хозяйство;1999;2;;100;1500;1400;3;3;3;0;3
Амурская область, Тамбовский район;1;;среднее образование - есть аттестат о ср. образовании;4;1;1983;;;;;;;;;;;;5
Амурская область, Тамбовский район;2;;есть диплом о высшем образовании;6;2;1933;;;;;;;;;;2;0;2
Амурская область, Тамбовский район;2;;8 классов школы;2;1;1934;;;;;;;;;;2;0;2
Амурская область, Тамбовский район;3;;среднее образование - есть аттестат о ср. образовании;4;2;1947;;;;;;;;;;2;0;3
Амурская область, Тамбовский район;3;промышленные рабочие;7-9 классов школы (незак. среднее) и какое-либо ПТУ с диплом;3;1;1977;Жилищно-коммунальное хозяйство;1997;2;;48;1500;3500;4;4;2;2;4
Амурская область, Тамбовский район;5;;8 классов школы;2;2;1946;;;;;;;;;;1;0;4
Амурская область, Тамбовский район;5;;среднее образование - есть аттестат о ср. образовании;4;2;1949;;;;;;;;;;3;0;4
Амурская область, Тамбовский район;2;;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1944;;;;;;;;;;3;0;4
Амурская область, Тамбовский район;2;;среднее образование - есть аттестат о ср. образовании;4;1;1942;;;;;;;;;;3;0;3
Амурская область, Тамбовский район;1;;10 и более классов школы и техникум без диплома;4;1;1983;;;;;;;;;;;;3
Амурская область, Тамбовский район;2;профессионалы с высшим образованием;есть диплом о высшем образовании;6;2;1958;Образование;1989;2;;36;8500;8000;2;2;3;0;2
Амурская область, Тамбовский район;2;промышленные рабочие;9 классов школы;3;1;1956;Транспорт, Связь;1976;2;;;;7000;5;3;3;0;4
Амурская область, Тамбовский район;2;промышленные рабочие;среднее образование - есть аттестат о ср. образовании;4;1;1979;Жилищно-коммунальное хозяйство;2005;2;;48;4500;5000;2;;2;2;2
Амурская область, Тамбовский район;5;;6 классов школы;1;2;1922;;;;;;;;;;4;0;4
Амурская область, Тамбовский район;5;;7-9 классов школы (незак. среднее) и какое-либо ПТУ с диплом;3;2;1935;;;;;;;;;;2;0;4
Амурская область, Тамбовский район;1;;9 классов школы;3;1;1990;;;;;;;;;;;;1
Амурская область, Тамбовский район;4;;среднее образование - есть аттестат о ср. образовании;4;1;1961;;;;;;;;;;1;1;4
Амурская область, Тамбовский район;4;;техникум с дипломом;5;2;1966;;;;;;;;;;1;1;5
Амурская область, Тамбовский район;1;;среднее образование - есть аттестат о ср. образовании;4;1;1988;;;;;;;;;;;;3
Амурская область, Тамбовский район;2;;4 классов школы;1;2;1939;;;;;;;;;;3;0;3
Амурская область, Тамбовский район;2;;7 классов школы;2;1;1931;;;;;;;;;;3;0;2
Амурская область, Тамбовский район;2;;техникум с дипломом;5;2;1956;;;;;;;;;;3;0;5
Амурская область, Тамбовский район;2;ремесленники;есть диплом о высшем образовании;6;1;1949;Строительство;2005;2;;56;15000;;5;5;3;0;3
Амурская область, Тамбовский район;2;профессионалы со средним специальным образованием;техникум с дипломом;5;2;1972;Наука, культура;2003;2;;36;660;2500;5;5;2;2;3
Амурская область, Тамбовский район;5;;8 классов школы;2;1;1928;;;;;;;;;;2;0;4
Амурская область, Тамбовский район;2;профессионалы со средним специальным образованием;среднее образование - есть аттестат о ср. образовании;4;2;1965;Наука, культура;1989;2;;40;2500;2500;3;4;2;0;3
Амурская область, Тамбовский район;2;ремесленники;7 классов школы;2;1;1954;Транспорт, Связь;1971;2;;40;3200;4000;5;5;2;0;5
Амурская область, Тамбовский район;1;занятые в сфере обслуживания;10 и более классов школы и техникум без диплома;4;2;1983;Торговля, бытовое обслуживание;2005;2;;46;;3000;2;4;;;5
Амурская область, Тамбовский район;1;разнорабочие;среднее образование - есть аттестат о ср. образовании;4;1;1986;Наука, культура;2004;2;;56;1500;1300;4;5;;;4
Амурская область, Тамбовский район;1;служащие конторские и по обслуживанию клиентов;есть диплом о высшем образовании;6;2;1973;Финансы;2002;2;;;5000;5000;4;5;;;5
Амурская область, Тамбовский район;3;служащие конторские и по обслуживанию клиентов;есть диплом о высшем образовании;6;2;1973;Финансы;2005;2;;36;17000;5000;2;4;1;1;3
Амурская область, Тамбовский район;2;служащие конторские и по обслуживанию клиентов;есть диплом о высшем образовании;6;2;1974;Финансы;1995;1;5;35;6500;6500;2;3;2;2;2
Амурская область, Тамбовский район;5;занятые в сфере обслуживания;среднее образование - есть аттестат о ср. образовании;4;2;1951;Здравоохранение;1978;2;;40;1400;1400;3;;1;0;4
Амурская область, Тамбовский район;2;разнорабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1978;Дорожное управление, дорожная работа;2004;2;;40;;3000;4;5;1;1;4
Амурская область, Тамбовский район;5;;7 классов школы;2;2;1921;;;;;;;;;;3;0;2
Амурская область, Тамбовский район;2;;7-9 классов школы (незак. среднее) и какое-либо ПТУ с диплом;3;2;1942;;;;;;;;;;4;0;3
Амурская область, Тамбовский район;2;;7 классов школы;2;1;1940;;;;;;;;;;4;0;3
Амурская область, Тамбовский район;2;профессионалы с высшим образованием;техникум с дипломом;5;2;1951;Сельское хозяйство;;2;;48;5900;4500;3;2;2;0;4
Амурская область, Тамбовский район;2;;среднее образование - есть аттестат о ср. образовании;4;1;1953;;;;;;;;;;2;0;4
Амурская область, Тамбовский район;2;ремесленники;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1962;Легкая и пищевая промышленность;;2;;40;2500;2500;4;5;2;1;5
Амурская область, Тамбовский район;2;профессионалы с высшим образованием;7-9 классов школы (незак. среднее) и какое-либо ПТУ с диплом;3;1;1957;Образование;1985;2;;35;7000;4500;3;5;2;1;4
Амурская область, Тамбовский район;1;занятые в сфере обслуживания;3 и более лет в высшем учебном заведении;5;2;1984;Здравоохранение;2004;2;;40;3000;3000;5;5;;;4
Амурская область, Тамбовский район;1;;среднее образование - есть аттестат о ср. образовании;4;2;1987;;;;;;;;;;;;3
Амурская область, Тамбовский район;2;разнорабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1974;Сельское хозяйство;2003;2;;24;1200;1200;5;5;3;3;5
Амурская область, Тамбовский район;2;служащие конторские и по обслуживанию клиентов;техникум с дипломом;5;2;1951;Сельское хозяйство;1976;2;;36;2200;1500;4;5;3;0;5
Амурская область, Тамбовский район;2;;7-9 классов школы (незак. среднее) и какое-либо ПТУ с диплом;3;1;1947;;;;;;;;;;3;0;5
Амурская область, Тамбовский район;3;разнорабочие;среднее образование - есть аттестат о ср. образовании;4;2;1974;Жилищно-коммунальное хозяйство;1997;2;;35;;1500;4;4;3;3;3
Амурская область, Тамбовский район;3;промышленные рабочие;среднее образование - есть аттестат о ср. образовании;4;1;1979;Сельское хозяйство;1996;2;;42;5000;3000;4;2;;;2
Амурская область, Тамбовский район;5;;4 классов школы;1;1;1920;;;;;;;;;;2;0;2
Амурская область, Тамбовский район;2;профессионалы со средним специальным образованием;7-9 классов школы (незак. среднее) и какое-либо ПТУ с диплом;3;2;1953;Наука, культура;2000;2;;35;2300;2800;2;2;3;0;3
Амурская область, Тамбовский район;2;промышленные рабочие;8 классов школы;2;1;1955;Строительство;2004;2;;40;6000;6000;;;3;0;3
Амурская область, Тамбовский район;2;занятые в сфере обслуживания;9 классов школы;3;2;1981;Торговля, бытовое обслуживание;2004;2;;36;5000;5000;3;3;1;1;2
Амурская область, Тамбовский район;1;;9 классов школы;3;1;1986;;;;;;;;;;;;2
Амурская область, Тамбовский район;2;профессионалы с высшим образованием;1-2 года в высшем учебном заведении;5;2;1950;Образование;1978;1;1;42;;3000;4;4;1;0;3
Амурская область, Тамбовский район;2;;7-9 классов школы (незак. среднее) и какое-либо ПТУ с диплом;3;1;1948;;;;;;;;;;1;0;2
Амурская область, Тамбовский район;3;профессионалы со средним специальным образованием;1-2 года в высшем учебном заведении;5;1;1980;Частная фирма,предприятие,агентство,ч.лицо,ч.станция;2003;2;;40;60000;998;2;3;;;3
Амурская область, Тамбовский район;2;служащие конторские и по обслуживанию клиентов;техникум с дипломом;5;2;1956;Транспорт, Связь;1995;2;;35;1200;1200;1;1;2;1;4
Амурская область, Тамбовский район;2;разнорабочие;8 классов школы;2;1;1957;Транспорт, Связь;1993;2;;84;12000;12000;3;3;2;1;4
Амурская область, Тамбовский район;4;;7-9 классов школы (незак. среднее) и какое-либо ПТУ с диплом;3;1;1977;;;;;;;;;;1;1;2
Амурская область, Тамбовский район;1;;среднее образование - есть аттестат о ср. образовании;4;2;1988;;;;;;;;;;;;2
Амурская область, Тамбовский район;5;;среднее образование - есть аттестат о ср. образовании;4;2;1927;;;;;;;;;;3;0;4
Амурская область, Тамбовский район;4;профессионалы с высшим образованием;есть диплом о высшем образовании;6;2;1963;Образование;1984;2;;20;8400;6150;2;3;2;1;3
Амурская область, Тамбовский район;1;;среднее образование - есть аттестат о ср. образовании;4;2;1985;;;;;;;;;;;;2
Амурская область, Тамбовский район;1;;9 классов школы;3;1;1989;;;;;;;;;;;;1
Амурская область, Тамбовский район;2;;среднее образование - есть аттестат о ср. образовании;4;2;1952;;;;;;;;;;5;0;3
Амурская область, Тамбовский район;2;промышленные рабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1954;Сельское хозяйство;1983;2;;60;;3000;4;5;3;1;4
Амурская область, Тамбовский район;1;;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1980;;;;;;;;;;;;5
Амурская область, Тамбовский район;1;разнорабочие;среднее образование - есть аттестат о ср. образовании;4;2;1987;Образование;2005;2;;30;1420;889;4;4;;;3
Амурская область, Тамбовский район;2;законодатели, крупные чиновники, управляющие;есть диплом о высшем образовании;6;1;1958;Сельское хозяйство;2005;1;40;42;;2500;4;4;2;1;3
Амурская область, Тамбовский район;2;профессионалы со средним специальным образованием;есть диплом о высшем образовании;6;2;1960;Сельское хозяйство;1993;1;10;35;1000;2500;4;4;2;1;4
Амурская область, Тамбовский район;1;;3 и более лет в высшем учебном заведении;5;1;1984;;;;;;;;;;;;3
Амурская область, Тамбовский район;1;;9 классов школы;3;2;1990;;;;;;;;;;;;4
Амурская область, Тамбовский район;2;профессионалы с высшим образованием;аспирантура и т.п. с диплома;6;2;1945;Наука, культура;1968;1;2;35;6997;6997;3;3;1;0;3
Амурская область, Тамбовский район;2;профессионалы с высшим образованием;аспирантура и т.п. с диплома;6;1;1941;Наука, культура;1968;1;15;40;8977;8977;3;3;1;0;3
Амурская область, Тамбовский район;3;;7 классов школы;2;1;1945;;;;;;;;;;2;0;5
Амурская область, Тамбовский район;3;;7 классов школы;2;2;1946;;;;;;;;;;1;0;5
Амурская область, Тамбовский район;2;;7 классов школы;2;2;1937;;;;;;;;;;2;0;4
Амурская область, Тамбовский район;2;;5 классов школы;1;1;1937;;;;;;;;;;2;0;2
Амурская область, Тамбовский район;1;;0 классов школы;1;1;1958;;;;;;;;;;;;2
Амурская область, Тамбовский район;2;занятые в сфере обслуживания;8 классов школы;2;2;1960;Сельское хозяйство;1989;1;4;70;600;700;4;5;2;0;5
Амурская область, Тамбовский район;2;промышленные рабочие;8 классов школы;2;1;1954;Сельское хозяйство;1978;2;;35;200;2600;5;5;2;0;5
Амурская область, Тамбовский район;1;промышленные рабочие;8 классов школы;2;1;1979;Сельское хозяйство;1995;2;;70;6000;3500;4;5;;;2
Амурская область, Тамбовский район;1;промышленные рабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1986;Сельское хозяйство;2004;2;;42;200;1500;4;5;;;2
Амурская область, Тамбовский район;2;;техникум с дипломом;5;2;1962;;;;;;;;;;2;1;4
Амурская область, Тамбовский район;2;законодатели, крупные чиновники, управляющие;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1963;Сельское хозяйство;1984;1;300;84;2500;9000;1;3;2;1;4
Амурская область, Тамбовский район;1;промышленные рабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1986;Сельское хозяйство;2004;2;;84;;2500;3;2;;;3
Амурская область, Тамбовский район;1;;среднее образование - есть аттестат о ср. образовании;4;2;1988;;;;;;;;;;;;2
Амурская область, Тамбовский район;5;;6 классов школы;1;2;1930;;;;;;;;;;5;0;5
Амурская область, Тамбовский район;2;;среднее образование - есть аттестат о ср. образовании;4;2;1934;;;;;;;;;;4;0;3
Амурская область, Тамбовский район;2;;10 и более классов школы и техникум без диплома;4;1;1946;;;;;;;;;;2;0;4
Амурская область, Тамбовский район;4;;8 классов школы;2;1;1975;;;;;;;;;;2;2;4
Амурская область, Тамбовский район;3;промышленные рабочие;8 классов школы;2;1;1959;Сельское хозяйство;1997;2;;42;;1500;4;5;3;3;3
Амурская область, Тамбовский район;2;разнорабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1960;Сельское хозяйство;2003;2;;56;;1200;5;3;2;0;4
Амурская область, Тамбовский район;1;промышленные рабочие;9 классов школы;3;1;1983;Сельское хозяйство;2000;2;;48;;2300;3;3;;;3
Амурская область, Тамбовский район;2;;4 классов школы;1;2;1926;;;;;;;;;;4;0;4
Амурская область, Тамбовский район;2;;7 классов школы;2;1;1925;;;;;;;;;;4;0;5
Амурская область, Тамбовский район;2;служащие конторские и по обслуживанию клиентов;есть диплом о высшем образовании;6;2;1962;Образование;2002;2;;36;1500;1500;4;4;2;2;4
Амурская область, Тамбовский район;2;;есть диплом о высшем образовании;6;1;1962;;;;;;;;;;2;2;3
Амурская область, Тамбовский район;1;;9 классов школы;3;2;1990;;;;;;;;;;;;2
Амурская область, Тамбовский район;;;6 классов школы;;1;1993;;;;;;;;;;;;
Амурская область, Тамбовский район;2;законодатели, крупные чиновники, управляющие;техникум с дипломом;5;2;1958;Сельское хозяйство;2003;1;8;49;;3500;3;3;3;1;1
Амурская область, Тамбовский район;2;промышленные рабочие;среднее образование - есть аттестат о ср. образовании;4;1;1957;Сельское хозяйство;1975;2;;56;;3500;2;2;3;0;2
Амурская область, Тамбовский район;2;промышленные рабочие;среднее образование - есть аттестат о ср. образовании;4;1;1980;Сельское хозяйство;1998;2;;45;;2500;1;4;;;1
Амурская область, Тамбовский район;1;;9 классов школы;3;1;1989;;;;;;;;;;;;2
