psu;marst;occup;educ;diplom;gender;birth_year;industry;beginning;boss;subordinates;duration_weekh;income;wage;job_sat;job_career;children;child_less18;life_sat
Москва;1;;10 и более классов школы и техникум без диплома;4;2;1986;;;;;;;;;;;;2
Москва;4;разнорабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1952;Органы управления;2005;2;;40;6500;6000;3;2;1;0;3
Москва;1;;среднее образование - есть аттестат о ср. образовании;4;1;1987;;;;;;;;;;;;2
Москва;5;;1 классов школы;1;2;1932;;;;;;;;;;1;0;3
Москва;1;промышленные рабочие;7-9 классов школы (незак. среднее) и какое-либо ПТУ с диплом;3;1;1965;Легкая и пищевая промышленность;2002;2;;40;7000;10000;2;3;;;3
Москва;2;;есть диплом о высшем образовании;6;2;1960;;;;;;;;;;2;1;3
Москва;;;4 классов школы;;2;1994;;;;;;;;;;;;
Москва;2;;8 классов школы;2;1;1940;;;;;;;;;;2;0;3
Москва;2;;8 классов школы;2;2;1946;;;;;;;;;;2;0;3
Москва;3;ремесленники;есть диплом о высшем образовании;6;1;1943;Жилищно-коммунальное хозяйство;2003;2;;40;14000;12000;3;2;3;0;2
Москва;4;занятые в сфере обслуживания;7-9 классов школы (незак. среднее) и какое-либо ПТУ с диплом;3;2;1970;Торговля, бытовое обслуживание;2005;2;;42;3400;6800;4;4;1;1;3
Москва;1;;8 классов школы;2;1;1990;;;;;;;;;;;;2
Москва;2;разнорабочие;8 классов школы;2;2;1970;Легкая и пищевая промышленность;2002;2;;60;8000;8000;4;4;1;1;2
Москва;2;военнослужащие;есть диплом о высшем образовании;6;1;1969;Армия, МВД, Органы безопасности;1990;1;1000;;12000;12000;2;2;1;1;2
Москва;2;;7-9 классов школы (незак. среднее) и какое-либо ПТУ с диплом;3;2;1949;;;;;;;;;;1;0;2
Москва;1;;9 классов школы;3;1;1990;;;;;;;;;;;;2
Москва;2;разнорабочие;среднее образование - есть аттестат о ср. образовании;4;2;1964;Сфера услуг;2003;2;;40;5000;5000;2;4;3;2;4
Москва;2;разнорабочие;7-9 классов школы (незак. среднее) и какое-либо ПТУ с диплом;3;1;1961;Наука, культура;2002;2;;40;6000;6000;2;4;2;2;3
Москва;1;;9 классов школы;3;2;1988;;;;;;;;;;;;3
Москва;1;;7 классов школы;2;2;1989;;;;;;;;;;;;3
Москва;2;занятые в сфере обслуживания;7-9 классов школы (незак. среднее) и какое-либо ПТУ с диплом;3;1;1980;Армия, МВД, Органы безопасности;2000;2;;60;10000;10000;2;4;1;1;2
Москва;2;профессионалы со средним специальным образованием;3 и более лет в высшем учебном заведении;5;2;1980;Здравоохранение;2001;2;;40;;0;2;4;1;1;2
Москва;2;профессионалы со средним специальным образованием;есть диплом о высшем образовании;6;2;1956;Здравоохранение;2000;1;5;40;20000;20000;2;2;2;0;2
Москва;2;;аспирантура и т.п. с диплома;6;1;1956;;;;;;;;;;2;0;4
Москва;2;;есть диплом о высшем образовании;6;1;1950;;;;;;;;;;3;0;4
Москва;2;;техникум с дипломом;5;2;1956;;;;;;;;;;1;0;2
Москва;2;ремесленники;техникум с дипломом;5;1;1956;152;2002;2;;40;20000;20000;2;2;1;0;2
Москва;2;профессионалы со средним специальным образованием;есть диплом о высшем образовании;6;1;1978;Мебельный комбинат;2000;1;2;40;22000;22000;2;2;1;1;1
Москва;;;0 классов школы;;1;2001;;;;;;;;;;;;
Москва;5;;7 классов школы;2;2;1932;;;;;;;;;;2;0;2
Москва;3;разнорабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1956;Армия, МВД, Органы безопасности;2003;2;;48;3000;3000;5;5;1;0;4
Москва;2;;среднее образование - есть аттестат о ср. образовании;4;2;1944;;;;;;;;;;2;0;2
Москва;1;профессионалы с высшим образованием;есть диплом о высшем образовании;6;2;1970;Образование;1989;2;;32;3000;3000;2;3;;;4
Москва;2;промышленные рабочие;среднее образование - есть аттестат о ср. образовании;4;1;1974;Транспорт, Связь;1995;2;;50;7000;7000;1;3;2;2;2
Москва;1;;есть диплом о высшем образовании;6;1;1963;;;;;;;;;;;;5
Москва;2;разнорабочие;8 классов школы;2;1;1939;Торговля, бытовое обслуживание;2000;2;;48;2000;2000;3;5;2;0;4
